DEBUG 2024-10-11 17:07:41,792 autoreload File C:\Users\91813\AppData\Local\Programs\Python\Python311\Lib\numbers.py first seen with mtime 1675769062.0
DEBUG 2024-10-11 17:07:41,792 autoreload File E:\musicweb\musicenv\Lib\site-packages\django\db\migrations\state.py first seen with mtime 1727700281.5829997
DEBUG 2024-10-11 17:07:41,792 autoreload File E:\musicweb\musicenv\Lib\site-packages\django\core\files\__init__.py first seen with mtime 1727700281.550906
DEBUG 2024-10-11 17:07:41,792 autoreload File E:\musicweb\musicenv\Lib\site-packages\django\utils\translation\__init__.py first seen with mtime 1727700281.6393993
DEBUG 2024-10-11 17:07:41,793 autoreload File E:\musicweb\musicenv\Lib\site-packages\dateutil\tz\win.py first seen with mtime 1728063119.1268778
DEBUG 2024-10-11 17:07:41,793 autoreload File E:\musicweb\musicenv\Lib\site-packages\matplotlib\_text_helpers.py first seen with mtime 1728063119.509984
DEBUG 2024-10-11 17:07:41,793 autoreload File E:\musicweb\musicenv\Lib\site-packages\django\utils\timezone.py first seen with mtime 1727700281.6314032
DEBUG 2024-10-11 17:07:41,793 autoreload File E:\musicweb\musicenv\Lib\site-packages\django\utils\ipv6.py first seen with mtime 1727700281.6314032
DEBUG 2024-10-11 17:07:41,793 autoreload File E:\musicweb\musicenv\Lib\site-packages\matplotlib\pyplot.py first seen with mtime 1728063119.526939
DEBUG 2024-10-11 17:07:41,793 autoreload File E:\musicweb\musicenv\Lib\site-packages\matplotlib\backends\registry.py first seen with mtime 1728063119.5610604
DEBUG 2024-10-11 17:07:41,793 autoreload File C:\Users\91813\AppData\Local\Programs\Python\Python311\Lib\quopri.py first seen with mtime 1675769062.0
DEBUG 2024-10-11 17:07:41,794 autoreload File C:\Users\91813\AppData\Local\Programs\Python\Python311\Lib\_compression.py first seen with mtime 1675769062.0
DEBUG 2024-10-11 17:07:41,794 autoreload File E:\musicweb\musicenv\Lib\site-packages\django\conf\global_settings.py first seen with mtime 1727700280.612614
DEBUG 2024-10-11 17:07:41,794 autoreload File C:\Users\91813\AppData\Local\Programs\Python\Python311\Lib\graphlib.py first seen with mtime 1675769062.0
DEBUG 2024-10-11 17:07:41,794 autoreload File C:\Users\91813\AppData\Local\Programs\Python\Python311\Lib\email\feedparser.py first seen with mtime 1675769062.0
DEBUG 2024-10-11 17:07:41,794 autoreload File E:\musicweb\musicenv\Lib\site-packages\django\core\wsgi.py first seen with mtime 1727700281.542753
DEBUG 2024-10-11 17:07:41,794 autoreload File E:\musicweb\musicenv\Lib\site-packages\django\contrib\staticfiles\views.py first seen with mtime 1727700281.542753
DEBUG 2024-10-11 17:07:41,794 autoreload File E:\musicweb\musicenv\Lib\site-packages\django\db\models\functions\math.py first seen with mtime 1727700281.5911698
DEBUG 2024-10-11 17:07:41,795 autoreload File E:\musicweb\musicenv\Lib\site-packages\django\views\debug.py first seen with mtime 1727700281.6395733
DEBUG 2024-10-11 17:07:41,795 autoreload File E:\musicweb\musicenv\Lib\site-packages\django\core\files\uploadhandler.py first seen with mtime 1727700281.550906
